FacilityName,FacilityNameNum,Facility,FacilityType,Owner,Developer,EnergyPurchaser,Place,GeneratingCapacity,NumberOfUnits,CommercialOnlineDate,WindTurbineManufacturer,FacilityStatus,Coordinates,capacityNum,lat,lon
Sibley Wind Farm,Sibley Wind Farm,Sibley Wind Farm,Commercial Scale Wind,Northern Alternative Energy,Northern Alternative Energy,Alliant/IES Utilities,Sibley IA,1.2 MW,2,1997,NEG Micon,In Service,"43.4037°, -95.7417°",1.2,43.4037,-95.7417
Sigel Wind Park,Sigel Wind Park,Sigel Wind Park,Commercial Scale Wind,Detroit Edison,Detroit Edison,Detroit Edison,Harbor Beach MI,70 MW,44,2012,GE Energy,In Service,"43.8549985°, -82.7925216°",70,43.8549985,-82.7925216
Silver Sage Wind Farm,Silver Sage Wind Farm,Silver Sage,Commercial Scale Wind,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Cheyenne Light Fuel & Power,West of Cheyenne WY,42 MW,20,2009,Suzlon Energy Company,In Service,"41.141259°, -104.983061°",42,41.141259,-104.983061
Silver Star Wind Farm,Silver Star Wind Farm,Silver Star,Commercial Scale Wind,BP Alternative Energy/Clipper,BP Alternative Energy/Clipper,Market,Eastland and Erath Counties TX,60 MW,24,2008,Clipper Windpower,In Service,"32.332058°, -98.466783°",60,32.332058,-98.466783
Sky River Wind Farm,Sky River Wind Farm,Sky River,Commercial Scale Wind,NextEra Energy Resources,Zond Systems,Southern California Edison Co,Tehachapi CA,76.95 MW,342,1993,Vestas,In Service,"35.07665°, -118.25529°",76.95,35.07665,-118.25529
Sky Volt,Sky Volt,Sky Volt,Community Wind,Sky Volt LLC (community owned),,City of Greenfield - excess to Central Iowa Power Cooperative,Greenfield IA,1.68 MW,1,2012,GE Energy,In Service,"41.29038343°, -94.48851585°",1.68,41.29038343,-94.48851585
Skyline High School Wind Project,Skyline High School Wind Project,Skyline High School,Community Wind,,,,ID,,1,,SkyStream,,"43.486801°, -112.065613°",0,43.486801,-112.065613
Sleeping Bear Wind Farm,Sleeping Bear Wind Farm,Sleeping Bear Wind Farm,Commercial Scale Wind,Edison Mission Group,Chermac Energy Corp./Edison Mission Group,AEP - Public Service of Oklahoma,Harper County OK,94.5 MW,45,2007,Suzlon Energy Company,In Service,"36.63°, -99.5°",94.5,36.63,-99.5
Smoky Hills II Wind Farm,Smoky Hills II Wind Farm,Smoky Hills II,Commercial Scale Wind,Enel North America,TradeWind Energy,,Lincoln County KS,148.5 MW,99,2008,GE Energy,In Service,"38.886777°, -98.178906°",148.5,38.886777,-98.178906
Smoky Hills Wind Farm,Smoky Hills Wind Farm,Smoky Hills Wind Farm,Commercial Scale Wind,Enel North America,TradeWind Energy,Sunflower Electric/Midwest Energy/BPU,Lincoln County KS,100.8 MW,56,2008,Vestas,In Service,"38.886777°, -98.178906°",100.8,38.886777,-98.178906
Smoky Valley Wind Project,Smoky Valley Wind Project,Smoky Valley,Community Wind,,,,KS,,1,,SkyStream,,"38.578766°, -97.683563°",0,38.578766,-97.683563
Snyder Wind Project,Snyder Wind Project,Snyder Wind Project,Commercial Scale Wind,Enel North America,Windkraft Nord/Enel North America,,Scurry County TX,63 MW,21,2007,Vestas,In Service,"32.728541°, -100.833135°",63,32.728541,-100.833135
Solano County Wind Farm,Solano County Wind Farm,Solano County,Commercial Scale Wind,,Kenetech Windpower,Pacific Gas & Electric Co,Solano County CA,60 MW,600,1985,Kenetech,In Service,"38.1535°, -121.858°",60,38.1535,-121.858
Solano IIA Wind Farm,Solano IIA Wind Farm,Solano IIA,Commercial Scale Wind,Sacramento Municipal Utility District,Sacramento Municipal Utility District,Sacramento Municipal Utility District,Solano County CA,24 MW,8,2006,Vestas,In Service,"38.165683°, -121.817186°",24,38.165683,-121.817186
Solano Phase 3,Solano Phase 3,Solano Phase 3,Commercial Scale Wind,Sacramento Municipal Utility District,Sacramento Municipal Utility District,Sacramento Municipal Utility District,Birds Landing CA,128 MW,,2012,Vestas,In Service,"38.12672486°, -121.8601799°",128,38.12672486,-121.8601799
Solano Wind Project Phase I,Solano Wind Project Phase I,Solano Wind Project Phase I,Commercial Scale Wind,Sacramento Municipal Utility District,Sacramento Municipal Utility District,Sacramento Municipal Utility District,Solano County CA,10.56 MW,16,2003,Vestas,In Service,"38.165683°, -121.817186°",10.56,38.165683,-121.817186
Solano Wind Project Wind Farm,Solano Wind Project Wind Farm,Solano Wind Project,Commercial Scale Wind,Sacramento Municipal Utility District,Sacramento Municipal Utility District,Sacramento Municipal Utility District,Solano CA,63 MW,21,2007,Vestas,In Service,"38.165683°, -121.817186°",63,38.165683,-121.817186
Solano Wind Project- phase II,Solano Wind Project- phase II,Solano Wind Project- phase II,Commercial Scale Wind,Sacramento Municipal Utility District,NextEra Energy Resources,Sacramento Municipal Utility District,Solano County CA,4.62 MW,7,2004,Vestas,In Service,"38.165683°, -121.817186°",4.62,38.165683,-121.817186
Somerset Wind Power Project,Somerset Wind Power Project,Somerset Wind Power Project,Commercial Scale Wind,NextEra Energy Resources,Atlantic Renewable Energy,Exelon,Somerset County PA,9 MW,6,2001,GE Energy,In Service,"39.979794°, -79.009216°",9,39.979794,-79.009216
South Chestnut,South Chestnut,South Chestnut,Commercial Scale Wind,Iberdrola Renewables,Iberdrola Renewables,Merchant,Gibbon Glade PA,46 MW,23,2012,Gamesa,In Service,"39.7628615°, -79.7185564°",46,39.7628615,-79.7185564
South Holt Wind Farm,South Holt Wind Farm,South Holt Wind Farm,Definition:Small Scale Wind,Long Island Power Authority,Long Island Power Authority,Long Island Power Authority,Southold NY,0.1 MW,2,2005,Atlantic Orient Co.,In Service,"41.063297°, -72.454444°",0.1,41.063297,-72.454444
South Trent Mesa Wind Farm,South Trent Mesa Wind Farm,South Trent Mesa,Commercial Scale Wind,Babcock & Brown,Babcock & Brown,,Trent TX,101.2 MW,44,2009,Siemens,In Service,"32.444461°, -100.236819°",101.2,32.444461,-100.236819
Southeast Community College Wind Project,Southeast Community College Wind Project,Southeast Community College,Community Wind,,,,NE,,1,,SkyStream,,"40.814625°, -96.600151°",0,40.814625,-96.600151
Southeastern Regional Vocational Technical High School,Southeastern Regional Vocational Technical High School,Southeastern Regional Vocational Technical High School,Community Wind,,,,MA,0.002 MW,1,2012,SkyStream,In Service,"42.008165°, -71.082227°",0.002,42.008165,-71.082227
Southern California Sunbelt Wind Farm I,Southern California Sunbelt Wind Farm I,So. Cal. Sunbelt,Commercial Scale Wind,,,Southern California Edison Co,San Gorgonio CA,4.94 MW,52,,Windmatic,In Service,"33.9095°, -116.734°",4.94,33.9095,-116.734
Southern California Sunbelt Wind Farm II,Southern California Sunbelt Wind Farm II,So. Cal. Sunbelt,Commercial Scale Wind,,,Southern California Edison Co,San Gorgonio CA,5.53 MW,85,,Windmatic,In Service,"33.9095°, -116.734°",5.53,33.9095,-116.734
Southern Minnesota Hills Wind Farm,Southern Minnesota Hills Wind Farm,Southern Minnesota Hills,Commercial Scale Wind,Northern Alternative Energy,Northern Alternative Energy,Southern Minnesota Municipal Power Agency,Fairmont MN,1.9 MW,2,2003,NEG Micon,In Service,"43.571537°, -94.449473°",1.9,43.571537,-94.449473
Southern Minnesota Municipal Power Agency (SMMPA) Wind Farm I,Southern Minnesota Municipal Power Agency (SMMPA) Wind Farm I,Southern Minnesota Municipal Power Agency (SMMPA),Commercial Scale Wind,Southern Minnesota Municipal Power Agency,Southern Minnesota Municipal Power Agency,Southern Minnesota Municipal Power Agency,Fairmont MN,3.3 MW,2,2005,Vestas,In Service,"43.656024°, -94.460506°",3.3,43.656024,-94.460506
Southern Minnesota Municipal Power Agency (SMMPA) Wind Farm Ii,Southern Minnesota Municipal Power Agency (SMMPA) Wind Farm Ii,Southern Minnesota Municipal Power Agency (SMMPA),Commercial Scale Wind,Southern Minnesota Municipal Power Agency,Southern Minnesota Municipal Power Agency,Southern Minnesota Municipal Power Agency,Redwood Falls MN,3.3 MW,2,2004,Vestas,In Service,"44.5407°, -95.1098°",3.3,44.5407,-95.1098
Southwest Mesa Wind Farm,Southwest Mesa Wind Farm,Southwest Mesa Wind Farm,Commercial Scale Wind,NextEra Energy Resources,Cielo Wind Power,American Electric Power,McCamey TX,74.9 MW,107,1999,NEG Micon,In Service,"30.933346°, -102.154191°",74.9,30.933346,-102.154191
Spanish Fork Wind Farm,Spanish Fork Wind Farm,Spanish Fork Wind Farm,Commercial Scale Wind,Edison Mission Group,Edison Mission Group,PacifiCorp,Utah County near Spanish Fork UT,18.9 MW,9,2008,Suzlon Energy Company,In Service,"40.072707°, -111.580027°",18.9,40.072707,-111.580027
Spearville 3,Spearville 3,Spearville 3,Commercial Scale Wind,EnXco,EnXco,Kansas City Power & Light Co,Spearville KS,100.8 MW,63,2012,GE Energy,In Service,"37.864148°, -99.7237587°",100.8,37.864148,-99.7237587
Spearville Wind Energy Facility,Spearville Wind Energy Facility,Spearville Wind Energy Facility,Commercial Scale Wind,Kansas City Power & Light,EnXco,Kansas City Power & Light,Northeast of Dodge City KS,100.5 MW,67,2006,GE Energy,In Service,"37.851699°, -99.78025°",100.5,37.851699,-99.78025
Spinning Spur Wind Ranch,Spinning Spur Wind Ranch,Spinning Spur Wind Ranch,Commercial Scale Wind,EnXco,Cielo,Xcel Energy,Vega TX,161 MW,70,2012,Siemens,In Service,"35.28707069°, -102.3208666°",161,35.28707069,-102.3208666
Spion Kop,Spion Kop,Spion Kop,Commercial Scale Wind,NorthWestern Energy,Compass Wind,NorthWestern Energy,Geyser MT,40 MW,25,2012,Acciona Windpower,In Service,"47.339673°, -110.635933°",40,47.339673,-110.635933
Spirit Lake II Wind Farm,Spirit Lake II Wind Farm,Spirit Lake II,Community Wind,Spirit Lake School Dist,Spirit Lake School District,Spirit Lake School District,Spirit Lake IA,0.75 MW,1,2001,NEG Micon,In Service,"43.411412°, -95.09914°",0.75,43.411412,-95.09914
Spirit Lake Wind Farm,Spirit Lake Wind Farm,Spirit Lake,Commercial Scale Wind,Spirit Lake School,Minnesota Windpower,Alliant/IES Utilities,Spirit Lake IA,0.25 MW,1,1992,WindWorld,In Service,"43.411381°, -95.10075°",0.25,43.411381,-95.10075
Spotsylvania Career and Tech Center Wind Project,Spotsylvania Career and Tech Center Wind Project,Spotsylvania Career and Tech Center,Community Wind,,,,VA,,1,,SkyStream,,"38.230911°, -77.556313°",0,38.230911,-77.556313
Spring Canyon Wind Farm,Spring Canyon Wind Farm,Spring Canyon Wind Farm,Commercial Scale Wind,Invenergy,Invenergy,Xcel Energy,Near Peetz CO,60 MW,40,2006,GE Energy,In Service,"40.95366°, -103.166993°",60,40.95366,-103.166993
Spring Valley,Spring Valley,Spring Valley,Commercial Scale Wind,Pattern Energy,Pattern Energy,NV Energy,Ely NV,151.8 MW,66,2012,Siemens,In Service,"39.10555447°, -114.4940186°",151.8,39.10555447,-114.4940186
Springview II Wind Project,Springview II Wind Project,Springview II Wind Project,Commercial Scale Wind,Bluestem LLC,Bluestem LLC,NPPD,Springview NE,3 MW,2,2011,VENSYS,In Service,"42.82578163°, -99.77630854°",3,42.82578163,-99.77630854
Spruce Mountain,Spruce Mountain,Spruce Mountain,Commercial Scale Wind,Patriot Renewables,Patriot Renewables,Energy New England,Bryant Pond ME,20 MW,10,2011,Gamesa,In Service,"44.43443869°, -70.55286884°",20,44.43443869,-70.55286884
St. Mary's Wind Farm,St. Mary's Wind Farm,St. Mary's,Commercial Scale Wind,Western Resources,,Western Resources,North of St. Marys KS,1.5 MW,2,1999,GE Energy,In Service,"39.280221°, -96.118103°",1.5,39.280221,-96.118103
St. Michael Indian School Wind Project,St. Michael Indian School Wind Project,St. Michael Indian School,Community Wind,,,,AZ,,1,,SkyStream,,"35.647106°, -109.097389°",0,35.647106,-109.097389
St. Olaf Wind Project,St. Olaf Wind Project,St. Olaf Wind Project,Community Wind,St. Olaf College,St. Olaf College,St. Olaf College,Northfield MN,1.65 MW,1,2006,Vestas,In Service,"44.462389°, -93.192378°",1.65,44.462389,-93.192378
Stanton Energy Center Wind Farm,Stanton Energy Center Wind Farm,Stanton Energy Center,Commercial Scale Wind,Invenergy,Invenergy,,Martin County TX,120 MW,80,2008,GE Energy,In Service,"32.159868°, -101.76723°",120,32.159868,-101.76723
Star Point Wind Farm,Star Point Wind Farm,Star Point Wind Farm,Commercial Scale Wind,Iberdrola Renewables,Iberdrola Renewables,Modesto Irrigation District,Near Moro OR,98.7 MW,47,2010,Suzlon Energy Company,In Service,"45.474734°, -120.704412°",98.7,45.474734,-120.704412
State Fair Wind Energy Education Center Wind Farm,State Fair Wind Energy Education Center Wind Farm,Wind Energy Education Center,Commercial Scale Wind,MidAmerican Energy,MidAmerican Energy,Iowa State Fair,IA State Fairgrounds IA,0.66 MW,1,2007,Vestas,In Service,"41.595052°, -93.548779°",0.66,41.595052,-93.548779
Stateline Expansion Wind Farm,Stateline Expansion Wind Farm,Stateline Expansion,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,PPM Energy Inc,Walla Walla County OR,39.6 MW,60,2002,Vestas,In Service,"46.012769°, -118.751528°",39.6,46.012769,-118.751528
Stateline Wind Energy Project,Stateline Wind Energy Project,Stateline Wind Energy Project,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,PPM Energy Inc,Walla Walla County,176.88 MW,268,2001,Vestas,In Service,"46.012769°, -118.751528°",176.88,46.012769,-118.751528
Stateline Wind Project,Stateline Wind Project,Stateline Wind Project,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,PPM Energy Inc,Umatilla County OR,83.16 MW,126,2001,Vestas,In Service,"45.99956°, -118.73457°",83.16,45.99956,-118.73457
Steel Winds,Steel Winds,Steel Winds Wind Farm,Commercial Scale Wind,UPC Wind/BQ Energy,UPC Wind/BQ Energy,,Near Lackawanna NY,20 MW,8,2007,Clipper,In Service,"42.81724°, -78.867542°",20,42.81724,-78.867542
Steel Winds II,Steel Winds II,Steel Winds II,Commercial Scale Wind,First Wind,First Wind,Merchant,Lackawanna NY,15 MW,6,2012,Clipper,In Service,"42.81756607°, -78.86672974°",15,42.81756607,-78.86672974
Stetson Wind Expansion Wind Farm,Stetson Wind Expansion Wind Farm,Stetson Wind Expansion,Commercial Scale Wind,First Wind,First Wind,,Washington County ME,25.5 MW,17,2010,GE Energy,In Service,"45.595833°, -67.928628°",25.5,45.595833,-67.928628
Stetson Wind Farm,Stetson Wind Farm,Stetson Wind,Commercial Scale Wind,First Wind,First Wind,Market,Washington County ME,57 MW,38,2008,GE Energy,In Service,"45.595833°, -67.928628°",57,45.595833,-67.928628
Stoney Corners (Northern Power Systems),Stoney Corners (Northern Power Systems),Stoney Corners (Northern Power Systems),Commercial Scale Wind,Heritage Sustainable Energy,Heritage Sustainable Energy,,McBain MI,2.3 MW,1,2011,Northern Power Systems,In Service,"44.208°, -85.274°",2.3,44.208,-85.274
Stoney Corners - REpower Wind Farm,Stoney Corners - REpower Wind Farm,Stoney Corners - REpower,Commercial Scale Wind,Heritage Sustainable Energy,Heritage Sustainable Energy,,McBain MI,14 MW,7,2009,REpower,In Service,"44.20823°, -85.27371°",14,44.20823,-85.27371
Stoney Corners II (REpower),Stoney Corners II (REpower),Stoney Corners II (REpower),Commercial Scale Wind,Heritage Sustainable Energy,Heritage Sustainable Energy,Traverse City Light & Power/Detroit Edison,McBain MI,18.45 MW,9,2010,REpower,In Service,"44.209°, -85.275°",18.45,44.209,-85.275
Stoney Corners III,Stoney Corners III,Stoney Corners III,Commercial Scale Wind,Heritage Sustainable Energy,Heritage Sustainable Energy,Consumers Energy,McBain MI,20.6 MW,10,2011,REPower (9) / Northern Power Systems (1),In Service,"44.209°, -85.275°",20.6,44.209,-85.275
Stoney Corners Wind Farm,Stoney Corners Wind Farm,Stoney Corners Wind Farm,Commercial Scale Wind,Heritage Sustainable Energy,Heritage Sustainable Energy,DTE Energy,Missaukee County MI,5 MW,2,2008,Fuhrlander,In Service,"44.208269°, -85.273706°",5,44.208269,-85.273706
Stony Creek Wind Farm,Stony Creek Wind Farm,Stony Creek Wind Farm,Commercial Scale Wind,E.ON Climate and Renewables,E.ON Climate and Renewables,,Somerset County PA,52.5 MW,35,2009,GE Energy,In Service,"40.039256°, -78.781979°",52.5,40.039256,-78.781979
Storm Lake I Wind Farm,Storm Lake I Wind Farm,Storm Lake I,Commercial Scale Wind,Edison Mission Group,GE Energy,MidAmerican Energy,Buena Vista and Cherokee Counties IA,108.75 MW,145,1999,Zond,In Service,"42.57215°, -95.340693°",108.75,42.57215,-95.340693
Storm Lake II Wind Farm,Storm Lake II Wind Farm,Storm Lake II,Commercial Scale Wind,AES Corp.,GE Energy,Alliant/IES Utilities,Buena Vista and Cherokee Counties IA,79.5 MW,106,1999,Zond,In Service,"42.655334°, -95.383651°",79.5,42.655334,-95.383651
Story City Wind,Story City Wind,Story City Wind,Community Wind,Hamilton Wind Energy LLC,Clark Thompson,Story City Municipal Electric Utility,Story City IA,1.5 MW,1,2011,Goldwind,In Service,"42.186602°, -93.561374°",1.5,42.186602,-93.561374
Story County Hospital Wind Farm,Story County Hospital Wind Farm,Story County Hospital,Community Wind,Story County Hospital,Story County Hospital,Alliant/IES Utilities,NV - Story County IA,0.23 MW,1,1993,Vestas,In Service,"42.016808°, -93.453238°",0.23,42.016808,-93.453238
Story County Wind Farm,Story County Wind Farm,Story County,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,,Story and Hardin Counties IA,150 MW,100,2008,GE Energy,In Service,"42.301351°, -93.45156°",150,42.301351,-93.45156
Story County Wind Project II,Story County Wind Project II,Story County Wind Project II,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,,Story & Hardin Counties IA,150 MW,100,2009,GE Energy,In Service,"42.301351°, -93.45156°",150,42.301351,-93.45156
Stratton Middle and High School Wind Project,Stratton Middle and High School Wind Project,Stratton Middle and High School,Community Wind,,,,CO,,1,2009,SkyStream,In Service,"39.30406°, -102.59967°",0,39.30406,-102.59967
Streator Cayuga Ridge Wind Farm,Streator Cayuga Ridge Wind Farm,Streator Cayuga Ridge Wind Farm,Commercial Scale Wind,Iberdrola Renewables,Iberdrola Renewables,TVA,Livingston County IL,300 MW,150,2010,Gamesa,In Service,"40.955319°, -88.428011°",300,40.955319,-88.428011
Stuart Municipal Utilities Wind Farm,Stuart Municipal Utilities Wind Farm,Stuart Municipal Utilities,Commercial Scale Wind,Stuart Municipal Utilities,Stuart Municipal Utilities,Stuart Municipal Utilities,Stuart IA,0.66 MW,1,2005,Vestas,In Service,"41.493988°, -94.327403°",0.66,41.493988,-94.327403
Summerside Wind Farm,Summerside Wind Farm,,Community Wind,City of Summerside,,,,3 MW,4,2009,Vestas,In Service,"46.434690582374°, -63.800010681152°",3,46.434690582374,-63.800010681152
Sunray I Wind Farm,Sunray I Wind Farm,Sunray I,Commercial Scale Wind,Valero,Valero,McKee Refinery for 34.5; Xcel Energy for remainder,TX,9 MW,6,2009,GE Energy,In Service,"35.961137°, -101.804602°",9,35.961137,-101.804602
Sunray II Wind Farm,Sunray II Wind Farm,Sunray II,Commercial Scale Wind,Valero,Valero,McKee Refinery for 34.5; Xcel Energy for remainder,TX,40.5 MW,27,2009,GE Energy,In Service,"35.961137°, -101.804602°",40.5,35.961137,-101.804602
Superior Farms,Superior Farms,Superior Farms,Community Wind,Foundation Windpower,Foundation Windpower,Superior Farms,Dixon CA,1 MW,1,2012,Mitsubishi,In Service,"38.420103°, -121.817506°",1,38.420103,-121.817506
Superior Public Schools Wind Project,Superior Public Schools Wind Project,Superior Public Schools,Community Wind,,,,NE,,1,,SkyStream,,"40.022099°, -98.078537°",0,40.022099,-98.078537
Surf City,Surf City,Surf City,Offshore Wind,Pavilion Energy Resources / Zero Carbon Wind Energy Corp,Pavilion Energy Resources / Zero Carbon Wind Energy Corp,,Atlantic Ocean NJ,"1,100 MW",55,,Sterling,Proposed,"39.38°, -73.508°",1100,39.38,-73.508
Sustainable Technologies Museum Wind Farm,Sustainable Technologies Museum Wind Farm,Sustainable Technologies Museum,Commercial Scale Wind,GSG 3 LLC,FPC/GSG Wind,ComEd,IL,2.5 MW,1,2007,Clipper,In Service,"40.6331249°, -89.3985283°",2.5,40.6331249,-89.3985283
